Language_ID,Value
bade1248,eː
bade1248,f
bade1248,ɡ
bade1248,ɡʷ
bade1248,ħ
bade1248,ħʷ
bade1248,i
bade1248,iː
bade1248,ɨ
bade1248,j
bade1248,ʄ
bade1248,k
bade1248,kʷ
bade1248,l
bade1248,ɬ
bade1248,ɮ
bade1248,m
bade1248,n
bade1248,ɲ
bade1248,ŋ
bade1248,oː
bade1248,p
bade1248,r
bade1248,s
bade1248,ʃ
bade1248,t
bade1248,t̠ʃ
bade1248,u
bade1248,uː
bade1248,v
bade1248,w
bade1248,z
bade1248,ʕ
bade1248,ʕʷ
fern1234,˦
fern1234,˨
fern1234,a
fern1234,b
fern1234,d
fern1234,d̠ʒ
fern1234,e
fern1234,ɛ
fern1234,f
fern1234,ɡ
fern1234,h
fern1234,i
fern1234,j
fern1234,k
fern1234,l
fern1234,m
fern1234,n
fern1234,ɲ
fern1234,ŋ
fern1234,o
fern1234,ɔ
fern1234,p
fern1234,ʁ
fern1234,s
fern1234,ʃ
fern1234,t
fern1234,t̠ʃ
fern1234,u
fern1234,v
fern1234,w
jita1239,˦
jita1239,˨
jita1239,a
jita1239,aː
jita1239,d
jita1239,d̠ʒ
jita1239,e
jita1239,eː
jita1239,f
jita1239,ɡ
jita1239,i
jita1239,iː
jita1239,k
jita1239,l
jita1239,m
jita1239,mb
jita1239,n
jita1239,nd
jita1239,ɲɟ
jita1239,ŋɡ
jita1239,o
jita1239,oː
jita1239,p
jita1239,s
jita1239,t
jita1239,t̠ʃ
jita1239,u
jita1239,uː
jita1239,β
dime1235,˦
dime1235,˨
dime1235,a
dime1235,aː
dime1235,ai
dime1235,b
dime1235,bː
dime1235,d
dime1235,dː
dime1235,d̠ʒ
dime1235,ɗ
dime1235,e
dime1235,eː
dime1235,ei
dime1235,ə
dime1235,ɛ
dime1235,f
dime1235,fː
dime1235,ɡ
dime1235,ɡː
dime1235,ɣ
dime1235,h
dime1235,i
dime1235,iː
dime1235,ɨ
dime1235,j
dime1235,jː
dime1235,k
dime1235,kː
dime1235,kʼ
dime1235,kʼː
dime1235,l
dime1235,lː
dime1235,m
dime1235,mː
dime1235,n
dime1235,nː
dime1235,ŋ
dime1235,o
dime1235,oː
dime1235,oi
dime1235,ɔ
dime1235,p
dime1235,pː
dime1235,pʼ
dime1235,pʼː
dime1235,ɾ
dime1235,ʁ
dime1235,s
dime1235,sː
dime1235,ʃ
dime1235,ʃː
dime1235,t
dime1235,tː
dime1235,ts
dime1235,t̠ʃ
dime1235,t̠ʃː
dime1235,t̠ʃʼ
dime1235,t̠ʃʼː
dime1235,tʼ
dime1235,tʼː
dime1235,u
dime1235,uː
dime1235,ui
dime1235,w
dime1235,wː
dime1235,x
dime1235,z
dime1235,zː
dime1235,ʒ
dime1235,ʒː
dime1235,ʔ
dime1235,χ
tsot1241,˦
tsot1241,˨
tsot1241,a
tsot1241,aː
tsot1241,ç
tsot1241,e
tsot1241,eː
tsot1241,f
tsot1241,h
tsot1241,i
tsot1241,iː
tsot1241,k
tsot1241,l
tsot1241,m
tsot1241,n
tsot1241,ɲ
tsot1241,ŋ
tsot1241,o
tsot1241,oː
tsot1241,p
tsot1241,r
tsot1241,ɺ
tsot1241,s
tsot1241,ʃ
tsot1241,t
tsot1241,ts
tsot1241,t̠ʃ
tsot1241,u
tsot1241,uː
tsot1241,x
tsot1241,β
jams1239,˦
jams1239,˨
jams1239,a
jams1239,aː
jams1239,ãː
jams1239,b
jams1239,bː
jams1239,d
jams1239,dː
jams1239,d̠ʒ
jams1239,d̠ʒː
jams1239,e
jams1239,eː
jams1239,ẽː
jams1239,ɛ
jams1239,ɛː
jams1239,ɛ̃ː
jams1239,f
jams1239,ɡ
jams1239,ɡː
jams1239,h
jams1239,i
jams1239,iː
jams1239,ĩː
jams1239,j
jams1239,j̃
jams1239,jː
jams1239,k
jams1239,kː
jams1239,l
jams1239,lː
jams1239,m
jams1239,mː
jams1239,n
jams1239,nː
jams1239,ɲ
jams1239,ŋ
jams1239,ŋː
jams1239,o
jams1239,oː
jams1239,õː
jams1239,ɔ
jams1239,ɔː
jams1239,ɔ̃ː
jams1239,p
jams1239,pː
jams1239,r
jams1239,r̃
jams1239,rː
jams1239,s
jams1239,ʃ
jams1239,tː
jams1239,t̠ʃ
jams1239,t̠ʃː
jams1239,u
jams1239,uː
jams1239,ũː
jams1239,w
jams1239,w̃
jams1239,ʔ
kamb1297,˥
kamb1297,˦
kamb1297,˨
kamb1297,˩
kamb1297,a
kamb1297,aː
kamb1297,ð
kamb1297,e
kamb1297,eː
kamb1297,ɛ
kamb1297,ɛː
kamb1297,i
kamb1297,iː
kamb1297,j
kamb1297,k
kamb1297,l
kamb1297,m
kamb1297,n
kamb1297,ɲ
kamb1297,ŋ
kamb1297,o
kamb1297,oː
kamb1297,ɔ
kamb1297,ɔː
kamb1297,s
kamb1297,t
kamb1297,u
kamb1297,uː
kamb1297,ɥ
kamb1297,w
kamb1297,β
bafi1243,˦
bafi1243,˦˨
bafi1243,˨
bafi1243,˨˦
bafi1243,a
bafi1243,aː
bafi1243,b
bafi1243,ɓ
bafi1243,d
bafi1243,d̠ʒ
bafi1243,ɗ
bafi1243,e
bafi1243,eː
bafi1243,ə
bafi1243,əː
bafi1243,ɛ
bafi1243,ɛː
bafi1243,ɜ
bafi1243,ɜː
bafi1243,f
bafi1243,ɡ
bafi1243,ɡb
bafi1243,ɣ
bafi1243,h
bafi1243,i
bafi1243,iː
bafi1243,ɨ
bafi1243,ɨː
bafi1243,j
bafi1243,k
bafi1243,kp
bafi1243,l
bafi1243,m
bafi1243,n
bafi1243,ɲ
bafi1243,ŋ
bafi1243,o
bafi1243,oː
bafi1243,ɔ
bafi1243,ɔː
bafi1243,p
bafi1243,r
bafi1243,s
bafi1243,t
bafi1243,t̠ʃ
bafi1243,u
bafi1243,uː
bafi1243,v
bafi1243,w
bafi1243,z
bafi1243,ʔ
lang1324,˦
lang1324,˨
lang1324,a
lang1324,aː
lang1324,æ
lang1324,æː
lang1324,b
lang1324,d
lang1324,d̠ʒ
lang1324,e
lang1324,eː
lang1324,ɛ
lang1324,ɛː
lang1324,ɡ
lang1324,i
lang1324,iː
lang1324,ɪ
lang1324,ɪː
lang1324,j
lang1324,k
lang1324,l
lang1324,m
lang1324,n
lang1324,ɲ
lang1324,ŋ
lang1324,o
lang1324,oː
lang1324,ɔ
lang1324,ɔː
lang1324,p
lang1324,r
lang1324,s
lang1324,t̪
lang1324,t̠ʃ
lang1324,u
lang1324,uː
lang1324,ʊ
lang1324,ʊː
lang1324,w
lang1324,z
kisa1263,˦
kisa1263,˦˨
kisa1263,˨
kisa1263,˨˦
kisa1263,a
kisa1263,aː
kisa1263,e
kisa1263,eː
kisa1263,f
kisa1263,h
kisa1263,i
kisa1263,iː
kisa1263,j
kisa1263,k
kisa1263,l
kisa1263,m
kisa1263,mb
kisa1263,n
kisa1263,nd
kisa1263,n̠d̠ʒ
kisa1263,nz
kisa1263,ɲ
kisa1263,ŋ
kisa1263,ŋɡ
kisa1263,o
kisa1263,oː
kisa1263,p
kisa1263,r
kisa1263,s
kisa1263,ʃ
kisa1263,t
kisa1263,ts
kisa1263,t̠ʃ
kisa1263,u
kisa1263,uː
kisa1263,w
kisa1263,x
kisa1263,β
nyol1238,˦
nyol1238,˨
nyol1238,a
nyol1238,aː
nyol1238,b
nyol1238,d
nyol1238,d̠ʒ
nyol1238,e
nyol1238,eː
nyol1238,ɡ
nyol1238,i
nyol1238,iː
nyol1238,j
nyol1238,k
nyol1238,l
nyol1238,m
nyol1238,mb
nyol1238,n
nyol1238,nd
nyol1238,n̠d̠ʒ
nyol1238,ɲ
nyol1238,ŋ
nyol1238,ŋɡ
nyol1238,o
nyol1238,oː
nyol1238,p
nyol1238,ɸ
nyol1238,r
nyol1238,s
nyol1238,t
nyol1238,t̠ʃ
nyol1238,u
nyol1238,uː
nyol1238,w
nyol1238,x
nyol1238,β
mwan1247,a
mwan1247,b
mwan1247,d
mwan1247,d̠ʒ
mwan1247,e
mwan1247,f
mwan1247,ɡ
mwan1247,i
mwan1247,j
mwan1247,k
mwan1247,l
mwan1247,m
mwan1247,n
mwan1247,ɲ
mwan1247,ŋɡ
mwan1247,o
mwan1247,p
mwan1247,r
mwan1247,s
mwan1247,ʃ
mwan1247,t
mwan1247,t̠ʃ
mwan1247,u
mwan1247,v
mwan1247,w
mwan1247,z
kgal1244,˦
kgal1244,˨
kgal1244,a
kgal1244,b
kgal1244,c
kgal1244,cʰ
kgal1244,cʷ
kgal1244,cʷʰ
kgal1244,d
kgal1244,d̠ʒ
kgal1244,e
kgal1244,ɛ
kgal1244,ɡ
kgal1244,h
kgal1244,i
kgal1244,ɪ
kgal1244,j
kgal1244,ɟ
kgal1244,k
kgal1244,kʰ
kgal1244,kǀ
kgal1244,kʘ
kgal1244,l
kgal1244,m
kgal1244,n
kgal1244,ɲ
kgal1244,ŋ
kgal1244,ɔ
kgal1244,p
kgal1244,pʰ
kgal1244,q
kgal1244,qʰ
kgal1244,r
kgal1244,s
kgal1244,ʃ
kgal1244,ʃʷ
kgal1244,t
kgal1244,tʰ
kgal1244,ts
kgal1244,tsʰ
kgal1244,tsʷ
kgal1244,tsʷʰ
kgal1244,t̠ʃ
kgal1244,t̠ʃʰ
kgal1244,t̠ʃʷ
kgal1244,t̠ʃʷʰ
kgal1244,u
kgal1244,ʊ
kgal1244,w
kgal1244,z
kgal1244,ʒ
kgal1244,ʒʷ
kgal1244,χ
tiey1235,˦
tiey1235,˧
tiey1235,˨
tiey1235,a
tiey1235,ã
tiey1235,b
tiey1235,d
tiey1235,e
tiey1235,ẽ
tiey1235,ɛ
tiey1235,ɛ̃
tiey1235,f
tiey1235,ɡ
tiey1235,h
tiey1235,i
tiey1235,ĩ
tiey1235,j
tiey1235,ɟ
tiey1235,kʰ
tiey1235,l
tiey1235,m
tiey1235,n
tiey1235,ɲ
tiey1235,ŋ
tiey1235,o
tiey1235,õ
tiey1235,ɔ
tiey1235,ɔ̃
tiey1235,pʰ
tiey1235,ɾ
tiey1235,s
tiey1235,tʰ
tiey1235,u
tiey1235,ũ
tiey1235,w
tiey1235,x
alab1254,a
alab1254,aː
alab1254,b
alab1254,bː
alab1254,d
alab1254,dː
alab1254,d̠ʒ
alab1254,d̠ʒː
alab1254,ɛ
alab1254,ɛː
alab1254,f
alab1254,fː
alab1254,ɡ
alab1254,ɡː
alab1254,h
alab1254,hː
alab1254,iː
alab1254,ɪ
alab1254,j
alab1254,jː
alab1254,k
alab1254,kː
alab1254,kʼ
alab1254,kʼː
alab1254,l
alab1254,lː
alab1254,m
alab1254,mː
alab1254,n
alab1254,nː
alab1254,ɲ
alab1254,ɲː
alab1254,ɔ
alab1254,ɔː
alab1254,p
alab1254,pː
alab1254,pʼ
alab1254,pʼː
alab1254,r
alab1254,rː
alab1254,s
alab1254,sː
alab1254,ʃ
alab1254,ʃː
alab1254,t
alab1254,tː
alab1254,t̠ʃ
alab1254,t̠ʃː
alab1254,t̠ʃʼ
alab1254,t̠ʃʼː
alab1254,tʼ
alab1254,tʼː
alab1254,uː
alab1254,ɰ
alab1254,ʊ
alab1254,wː
alab1254,z
alab1254,zː
alab1254,ʒ
alab1254,ʒː
alab1254,ʔ
alab1254,ʔː
dege1246,˦
dege1246,˨
dege1246,a
dege1246,b
dege1246,ɓ
dege1246,d
dege1246,d̠ʒ
dege1246,ɗ
dege1246,e
dege1246,ə
dege1246,ɛ
dege1246,f
dege1246,ɡ
dege1246,ɡb
dege1246,h
dege1246,i
dege1246,ɪ
dege1246,j
dege1246,k
dege1246,kp
dege1246,l
dege1246,m
dege1246,n
dege1246,ɲ
dege1246,ŋ
dege1246,ŋʷ
dege1246,o
dege1246,ɔ
dege1246,p
dege1246,r
dege1246,s
dege1246,t
dege1246,u
dege1246,ʊ
dege1246,w
dege1246,β
ntch1242,˦
ntch1242,˧
ntch1242,˨
ntch1242,a
ntch1242,b
ntch1242,d
ntch1242,d̠ʒ
ntch1242,e
ntch1242,f
ntch1242,ɡ
ntch1242,ɡb
ntch1242,h
ntch1242,i
ntch1242,j
ntch1242,kʰ
ntch1242,kp
ntch1242,l
ntch1242,m
ntch1242,n
ntch1242,ɲ
ntch1242,ŋ
ntch1242,ŋm
ntch1242,o
ntch1242,ɔ
ntch1242,pʰ
ntch1242,s
ntch1242,tʰ
ntch1242,t̠ʃʰ
ntch1242,u
ntch1242,w
prin1242,˦
prin1242,˨
prin1242,a
prin1242,ɓ
prin1242,ɗ
prin1242,e
prin1242,ɛ
prin1242,f
prin1242,ɡ
prin1242,ɡb
prin1242,i
prin1242,j
prin1242,k
prin1242,kp
prin1242,l
prin1242,ʎ
prin1242,m
prin1242,n
prin1242,ɲ
prin1242,o
prin1242,ɔ
prin1242,p
prin1242,r
prin1242,s
prin1242,t
prin1242,t̠ʃ
prin1242,u
prin1242,v
prin1242,w
prin1242,z
prin1242,ʒ
nkon1248,ɑ
nkon1248,ɑ̃
nkon1248,b
nkon1248,ɖ
nkon1248,e
nkon1248,ẽ
nkon1248,ɛ
nkon1248,ɛ̃
nkon1248,f
nkon1248,ɦ
nkon1248,i
nkon1248,ĩ
nkon1248,j
nkon1248,ʝ
nkon1248,ɟ
nkon1248,k
nkon1248,kp
nkon1248,l
nkon1248,m
nkon1248,n
nkon1248,nʷ
nkon1248,ɲ
nkon1248,ŋ
nkon1248,o
nkon1248,õ
nkon1248,ɔ
nkon1248,ɔ̃
nkon1248,p
nkon1248,s
nkon1248,t
nkon1248,ts
nkon1248,u
nkon1248,ũ
nkon1248,w
sodd1242,a
sodd1242,b
sodd1242,bʷ
sodd1242,d
sodd1242,e
sodd1242,f
sodd1242,fʷ
sodd1242,ɡ
sodd1242,ɡʲ
sodd1242,ɡʷ
sodd1242,ɣ
sodd1242,h
sodd1242,hʲ
sodd1242,hʷ
sodd1242,i
sodd1242,j
sodd1242,k
sodd1242,kʲ
sodd1242,kʲʼ
sodd1242,kʷ
sodd1242,kʷʼ
sodd1242,kʼ
sodd1242,l
sodd1242,m
sodd1242,mʷ
sodd1242,n
sodd1242,ɲ
sodd1242,o
sodd1242,œ
sodd1242,r
sodd1242,s
sodd1242,ʃ
sodd1242,t
sodd1242,t̠ʃ
sodd1242,t̠ʃʼ
sodd1242,tʼ
sodd1242,u
sodd1242,ʌ
sodd1242,w
sodd1242,z
sodd1242,ʒ
kist1241,a
kist1241,b
kist1241,bʷ
kist1241,d
kist1241,e
kist1241,f
kist1241,fʷ
kist1241,ɡ
kist1241,ɡʲ
kist1241,ɡʷ
kist1241,ɣ
kist1241,h
kist1241,hʲ
kist1241,hʷ
kist1241,i
kist1241,j
kist1241,k
kist1241,kʲ
kist1241,kʲʼ
kist1241,kʷ
kist1241,kʷʼ
kist1241,kʼ
kist1241,l
kist1241,m
kist1241,mʷ
kist1241,n
kist1241,ɲ
kist1241,o
kist1241,œ
kist1241,r
kist1241,s
kist1241,ʃ
kist1241,t
kist1241,t̠ʃ
kist1241,t̠ʃʼ
kist1241,tʼ
kist1241,u
kist1241,ʌ
kist1241,w
kist1241,z
kist1241,ʒ
mesq1240,a
mesq1240,b
mesq1240,bʷ
mesq1240,d
mesq1240,e
mesq1240,f
mesq1240,fʷ
mesq1240,ɡ
mesq1240,ɡʲ
mesq1240,ɡʷ
mesq1240,ɣ
mesq1240,h
mesq1240,hʲ
mesq1240,hʷ
mesq1240,i
mesq1240,j
mesq1240,k
mesq1240,kʲ
mesq1240,kʲʼ
mesq1240,kʷ
mesq1240,kʷʼ
mesq1240,kʼ
mesq1240,l
mesq1240,m
mesq1240,mʷ
mesq1240,n
mesq1240,ɲ
mesq1240,o
mesq1240,œ
mesq1240,r
mesq1240,s
mesq1240,ʃ
mesq1240,t
mesq1240,t̠ʃ
mesq1240,t̠ʃʼ
mesq1240,tʼ
mesq1240,u
mesq1240,ʌ
mesq1240,w
mesq1240,z
mesq1240,ʒ
seba1251,a
seba1251,b
seba1251,bʷ
seba1251,d
seba1251,e
seba1251,f
seba1251,fʷ
seba1251,ɡ
seba1251,ɡʲ
seba1251,ɡʷ
seba1251,ɣ
seba1251,h
seba1251,hʲ
seba1251,hʷ
seba1251,i
seba1251,j
seba1251,k
seba1251,kʲ
seba1251,kʲʼ
seba1251,kʷ
seba1251,kʷʼ
seba1251,kʼ
seba1251,l
seba1251,m
seba1251,mʷ
seba1251,n
seba1251,ɲ
seba1251,o
seba1251,œ
seba1251,ɔ
seba1251,r
seba1251,s
seba1251,ʃ
seba1251,t
seba1251,t̠ʃ
seba1251,t̠ʃʼ
seba1251,tʼ
seba1251,u
seba1251,ʌ
seba1251,w
seba1251,z
seba1251,ʒ
ezha1238,a
ezha1238,b
ezha1238,bʷ
ezha1238,d
ezha1238,e
ezha1238,f
ezha1238,fʷ
ezha1238,ɡ
ezha1238,ɡʲ
ezha1238,ɡʷ
ezha1238,ɣ
ezha1238,h
ezha1238,hʲ
ezha1238,hʷ
ezha1238,i
ezha1238,j
ezha1238,k
ezha1238,kʲ
ezha1238,kʲʼ
ezha1238,kʷ
ezha1238,kʷʼ
ezha1238,kʼ
ezha1238,l
ezha1238,m
ezha1238,mʷ
ezha1238,n
ezha1238,o
ezha1238,r
ezha1238,s
ezha1238,ʃ
ezha1238,t
ezha1238,t̠ʃ
ezha1238,t̠ʃʼ
ezha1238,tʼ
ezha1238,u
ezha1238,ʌ
ezha1238,w
ezha1238,z
ezha1238,ʒ
chah1248,a
chah1248,b
chah1248,bʷ
chah1248,d
chah1248,e
chah1248,f
chah1248,fʷ
chah1248,ɡ
chah1248,ɡʲ
chah1248,ɡʷ
chah1248,ɣ
chah1248,h
chah1248,hʲ
chah1248,hʷ
chah1248,i
chah1248,j
chah1248,k
chah1248,kʲ
chah1248,kʲʼ
chah1248,kʷ
chah1248,kʷʼ
chah1248,kʼ
chah1248,l
chah1248,m
chah1248,mʷ
chah1248,n
chah1248,o
chah1248,œ
chah1248,ɔ
chah1248,p
chah1248,pʷ
chah1248,r
chah1248,s
chah1248,ʃ
chah1248,t
chah1248,t̠ʃ
chah1248,t̠ʃʼ
chah1248,tʼ
chah1248,u
chah1248,ʌ
chah1248,w
chah1248,z
chah1248,ʒ
chah1248,β
gume1239,a
gume1239,b
gume1239,bʷ
gume1239,d
gume1239,e
gume1239,f
gume1239,fʷ
gume1239,ɡ
gume1239,ɡʲ
gume1239,ɡʷ
gume1239,ɣ
gume1239,h
gume1239,hʲ
gume1239,hʷ
gume1239,i
gume1239,j
gume1239,k
gume1239,kʲ
gume1239,kʲʼ
gume1239,kʷ
gume1239,kʷʼ
gume1239,kʼ
gume1239,l
gume1239,m
gume1239,mʷ
gume1239,n
gume1239,o
gume1239,œ
gume1239,p
gume1239,pʷ
gume1239,r
gume1239,s
gume1239,ʃ
gume1239,t
gume1239,t̠ʃ
gume1239,t̠ʃʼ
gume1239,tʼ
gume1239,u
gume1239,ʌ
gume1239,w
gume1239,z
gume1239,ʒ
seba1251,a
seba1251,b
seba1251,bʷ
seba1251,d
seba1251,e
seba1251,f
seba1251,fʷ
seba1251,ɡ
seba1251,ɡʲ
seba1251,ɡʷ
seba1251,ɣ
seba1251,h
seba1251,hʲ
seba1251,hʷ
seba1251,i
seba1251,j
seba1251,k
seba1251,kʲ
seba1251,kʲʼ
seba1251,kʷ
seba1251,kʷʼ
seba1251,kʼ
seba1251,l
seba1251,m
seba1251,mʷ
seba1251,n
seba1251,o
seba1251,p
seba1251,pʷ
seba1251,r
seba1251,s
seba1251,ʃ
seba1251,t
seba1251,t̠ʃ
seba1251,t̠ʃʼ
seba1251,tʼ
seba1251,u
seba1251,ʌ
seba1251,w
seba1251,z
seba1251,ʒ
seba1251,β
seba1251,a
seba1251,b
seba1251,bʷ
seba1251,d
seba1251,e
seba1251,f
seba1251,fʷ
seba1251,ɡ
seba1251,ɡʲ
seba1251,ɡʷ
seba1251,ɣ
seba1251,h
seba1251,hʲ
seba1251,hʷ
seba1251,i
seba1251,j
seba1251,k
seba1251,kʲ
seba1251,kʲʼ
seba1251,kʷ
seba1251,kʷʼ
seba1251,kʼ
seba1251,l
seba1251,m
seba1251,mʷ
seba1251,n
seba1251,o
seba1251,p
seba1251,pʷ
seba1251,r
seba1251,r̃
seba1251,s
seba1251,ʃ
seba1251,t
seba1251,t̠ʃ
seba1251,t̠ʃʼ
seba1251,tʼ
seba1251,u
seba1251,ʌ
seba1251,w
seba1251,w̃
seba1251,z
seba1251,ʒ
seba1251,β
seba1251,β̃
inor1238,a
inor1238,b
inor1238,bʷ
inor1238,d
inor1238,e
inor1238,f
inor1238,fʷ
inor1238,ɡ
inor1238,ɡʲ
inor1238,ɡʷ
inor1238,ɣ
inor1238,h
inor1238,hʲ
inor1238,hʷ
inor1238,i
inor1238,j
inor1238,k
inor1238,kʲ
inor1238,kʲʼ
inor1238,kʷ
inor1238,kʷʼ
inor1238,kʼ
inor1238,l
inor1238,m
inor1238,mʷ
inor1238,n
inor1238,ɲ
inor1238,o
inor1238,œ
inor1238,r
inor1238,r̃
inor1238,s
inor1238,ʃ
inor1238,t
inor1238,t̠ʃ
inor1238,t̠ʃʼ
inor1238,tʼ
inor1238,u
inor1238,ʌ
inor1238,w
inor1238,w̃
inor1238,z
inor1238,ʒ
inor1238,ʔ
inor1238,ʔʷ
inor1238,β
inor1238,β̃
inor1238,a
inor1238,b
inor1238,bʷ
inor1238,d
inor1238,e
inor1238,f
inor1238,fʷ
inor1238,ɡ
inor1238,ɡʲ
inor1238,ɡʷ
inor1238,ɣ
inor1238,h
inor1238,hʲ
inor1238,hʷ
inor1238,i
inor1238,j
inor1238,k
inor1238,kʲ
inor1238,kʲʼ
inor1238,kʷ
inor1238,kʷʼ
inor1238,kʼ
inor1238,l
inor1238,m
inor1238,mʷ
inor1238,n
inor1238,ɲ
inor1238,o
inor1238,r
inor1238,r̃
inor1238,s
inor1238,ʃ
inor1238,t
inor1238,t̠ʃ
inor1238,t̠ʃʼ
inor1238,tʼ
inor1238,u
inor1238,ʌ
inor1238,w
inor1238,w̃
inor1238,z
inor1238,ʒ
inor1238,ʔ
inor1238,ʔʷ
inor1238,β̃
inor1238,a
inor1238,b
inor1238,bʷ
inor1238,d
inor1238,e
inor1238,f
inor1238,fʷ
inor1238,ɡ
inor1238,ɡʲ
inor1238,ɡʷ
inor1238,ɣ
inor1238,h
inor1238,hʲ
inor1238,hʷ
inor1238,i
inor1238,j
inor1238,k
inor1238,kʲ
inor1238,kʲʼ
inor1238,kʷ
inor1238,kʷʼ
inor1238,kʼ
inor1238,l
inor1238,m
inor1238,mʷ
inor1238,n
inor1238,ɲ
inor1238,o
inor1238,r
inor1238,r̃
inor1238,s
inor1238,ʃ
inor1238,t
inor1238,t̠ʃ
inor1238,t̠ʃʼ
inor1238,tʼ
inor1238,u
inor1238,ʌ
inor1238,w
inor1238,w̃
inor1238,z
inor1238,ʒ
inor1238,ʔ
inor1238,ʔʷ
inor1238,β̃
dzuu1241,˦
dzuu1241,˧
dzuu1241,˨
dzuu1241,a
dzuu1241,ã
dzuu1241,aː
dzuu1241,ãː
dzuu1241,b
dzuu1241,c
dzuu1241,d
dzuu1241,dz
dzuu1241,e
dzuu1241,eː
dzuu1241,ẽː
dzuu1241,ɛ
dzuu1241,ɛ̃
dzuu1241,ɛː
dzuu1241,ɛ̃ː
dzuu1241,f
dzuu1241,ɡ
dzuu1241,ɡb
dzuu1241,i
dzuu1241,ĩ
dzuu1241,iː
dzuu1241,ĩː
dzuu1241,j
dzuu1241,ɟ
dzuu1241,k
dzuu1241,kp
dzuu1241,l
dzuu1241,m
dzuu1241,n
dzuu1241,ɲ
dzuu1241,ŋ
dzuu1241,ŋm
dzuu1241,o
dzuu1241,oː
dzuu1241,õː
dzuu1241,ɔ
dzuu1241,ɔ̃
dzuu1241,ɔː
dzuu1241,ɔ̃ː
dzuu1241,p
dzuu1241,s
dzuu1241,ʃ
dzuu1241,t
dzuu1241,ts
dzuu1241,u
dzuu1241,ũ
dzuu1241,uː
dzuu1241,ũː
dzuu1241,v
dzuu1241,w
dzuu1241,x
dzuu1241,ʒ
bagi1246,˦
bagi1246,˧
bagi1246,˨
bagi1246,a
bagi1246,aː
bagi1246,b
bagi1246,ɓ
bagi1246,c
bagi1246,d̪
bagi1246,ɖ
bagi1246,ᶑ
bagi1246,e
bagi1246,eː
bagi1246,ɛ
bagi1246,ɘ
bagi1246,f
bagi1246,ɡ
bagi1246,h
bagi1246,i
bagi1246,iː
bagi1246,ɪ
bagi1246,j
bagi1246,ɟ
bagi1246,ʄ
bagi1246,k
bagi1246,l
bagi1246,m
bagi1246,n̪
bagi1246,ɲ
bagi1246,ŋ
bagi1246,o
bagi1246,oː
bagi1246,ɔ
bagi1246,p
bagi1246,ɸ
bagi1246,r
bagi1246,s
bagi1246,ʃ
bagi1246,t̪
bagi1246,ʈ
bagi1246,u
bagi1246,uː
bagi1246,ʊ
bagi1246,v
bagi1246,ʌ
bagi1246,w
bagi1246,z
bagi1246,ʔ
ngit1239,˦
ngit1239,˦˨
ngit1239,˧
ngit1239,˧˨
ngit1239,˨
ngit1239,˨˥˩
ngit1239,˨˧
ngit1239,a
ngit1239,b
ngit1239,bv
ngit1239,ɓ
ngit1239,ɓ̥
ngit1239,c
ngit1239,d
ngit1239,dz
ngit1239,ɖɽ
ngit1239,ɗ
ngit1239,ɗ̥
ngit1239,e
ngit1239,f
ngit1239,ɡ
ngit1239,ɡb
ngit1239,h
ngit1239,i
ngit1239,j
ngit1239,ɟ
ngit1239,ʄ
ngit1239,ʄ̥
ngit1239,k
ngit1239,kp
ngit1239,l
ngit1239,m
ngit1239,mb
ngit1239,ɱv
ngit1239,n
ngit1239,nd
ngit1239,nz
ngit1239,ɲ
ngit1239,ɲɟ
ngit1239,ɳɖɽ
ngit1239,ŋɡ
ngit1239,ŋmɡb
ngit1239,o
ngit1239,p
ngit1239,pf
ngit1239,r
ngit1239,s
ngit1239,t
ngit1239,ts
ngit1239,ʈɽ
ngit1239,u
ngit1239,v
ngit1239,w
ngit1239,z
ngit1239,ʔ
ngit1239,β
ndal1241,˦
ndal1241,˦˨
ndal1241,˨
ndal1241,˨˦
ndal1241,a
ndal1241,aː
ndal1241,e
ndal1241,eː
ndal1241,f
ndal1241,ɡ
ndal1241,ɣ
ndal1241,h
ndal1241,i
ndal1241,iː
ndal1241,j
ndal1241,k
ndal1241,l
ndal1241,m
ndal1241,n
ndal1241,ɲ
ndal1241,ŋ
ndal1241,o
ndal1241,oː
ndal1241,s
ndal1241,ʃ
ndal1241,t̠ʃ
ndal1241,u
ndal1241,uː
ndal1241,ʋ
ndal1241,w
ndal1241,z
meen1242,a
meen1242,aː
meen1242,b
meen1242,ɓ
meen1242,cç
meen1242,cçʼ
meen1242,d
meen1242,ɗ
meen1242,e
meen1242,eː
meen1242,ɛ
meen1242,ɛː
meen1242,ɡ
meen1242,h
meen1242,i
meen1242,iː
meen1242,j
meen1242,ɟʝ
meen1242,k
meen1242,kʼ
meen1242,l
meen1242,m
meen1242,n
meen1242,ɲ
meen1242,ŋ
meen1242,o
meen1242,oː
meen1242,ɔ
meen1242,ɔː
meen1242,p
meen1242,r
meen1242,s
meen1242,ʃ
meen1242,t
meen1242,tʼ
meen1242,u
meen1242,uː
meen1242,w
meen1242,z
meen1242,ʔ
ngas1238,a
ngas1238,ɓ
ngas1238,d̪
ngas1238,e
ngas1238,ɛ
ngas1238,ɡ
ngas1238,h
ngas1238,i
ngas1238,ɪ
ngas1238,j
ngas1238,jː
ngas1238,ʄ
ngas1238,k
ngas1238,l̪
ngas1238,m
ngas1238,n̪
ngas1238,ɲ
ngas1238,ŋ
ngas1238,o
ngas1238,ɔ
ngas1238,p
ngas1238,r̪
